V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,consent,support_inequality1,support_inequality2,support_inequality3,support_inequality4,support_inequality5,lvl1,lvl2,lvl3,lvl4,growth1,growth2,growth3,growth4,fix1,fix2,fix3,fix4,fix5,fix6,fix7,bjw1,bjw2,bjw3,bjw4,bjw5,bjw6,bjw7,bjw8,bjw9,bjw10,bjw11,bjw12,bjw13,bjw14,bjw15,bjw16,bjw17,bjw18,redist1,redist2,redist3,redist4,govresp,eq.desire,govresp2,competent,confident,independent,competitive,intelligent,tolerant,warm,goodnatured,sincere,wg1,wg2,wg3,wg4,wg5,emp1,emp2,emp3,emp4,emp5,emp6,pt1,pt2,pt3,free_will1,free_will2,free_will3,free_will4,free_will5,Q26,sd1,sd2,sd3,sd4,sd5,sd6,sd7,sd8,sd9,sd10,sd11,sd12,sd13,oc1,oc2,oc3,oc4,oc5,oc6,oc7,oc8,oc9,oc10,oc11,oc12,oc13,oc14,oc15,gender,age,ethnicity,income,ideology,soc.iss,econ.iss,partyID,debrief
R_6M76ajBbou2F2gl,Default Response Set,Anonymous,,,173.28.76.172,0,17-07-25 11:35,17-07-25 11:42,1,1,3,3,3,5,5,5,5,3,3,5,1,5,1,3,3,6,3,4,3,5,4,3,4,3,4,3,4,4,3,3,3,4,4,4,3,4,4,4,2,2,1,1,1,7,1,2,2,1,1,3,4,3,3,3,2,1,2,2,7,2,4,4,3,2,1,4,4,4,7,7,7,7,7,1,2,2,2,2,2,2,1,1,1,1,1,2,2,1,1,5,1,1,5,1,5,1,1,2,3,1,1,5,2,38,white,15,5,4,5,4,1
R_6r0RXTTXDhVcokd,Default Response Set,Anonymous,,,104.35.170.65,0,17-07-25 11:34,17-07-25 11:42,1,1,2,3,3,5,5,5,5,3,3,5,3,4,3,6,5,5,5,3,5,3,4,4,4,3,4,4,4,4,3,4,4,4,4,4,2,4,4,4,2,2,2,2,2,8,2,3,3,2,3,3,3,3,3,4,2,2,2,5,6,2,4,4,2,1,1,3,4,3,6,6,5,6,6,1,2,2,1,2,2,2,1,2,1,2,2,2,1,2,5,1,1,1,6,4,2,1,1,4,1,4,1,5,2,53,white,2,6,6,6,3,1
R_6Fr3zPwOLAQ1aZL,Default Response Set,Anonymous,,,74.130.255.0,0,17-07-25 11:35,17-07-25 11:42,1,1,5,4,3,5,4,6,5,2,4,4,3,4,4,5,5,6,5,2,5,4,3,3,3,3,4,3,3,3,2,4,3,3,3,3,3,3,3,4,3,2,2,2,3,8,1,2,3,2,2,2,3,3,3,3,4,4,4,6,4,2,4,4,2,2,1,4,3,3,3,6,4,4,5,1,1,2,1,2,1,2,1,2,1,2,1,1,1,6,1,6,5,6,7,7,7,1,5,5,5,6,1,7,2,49,white,12,5,4,6,4,1
R_3I7GHzM4kXu5wA5,Default Response Set,Anonymous,,,66.66.153.4,0,17-07-25 11:34,17-07-25 11:42,1,1,5,6,5,2,2,5,2,5,6,3,5,4,3,3,2,6,3,5,2,2,2,3,4,4,4,4,3,4,4,2,3,4,4,2,4,3,4,4,3,3,3,2,3,7,4,3,1,2,2,3,3,4,3,3,5,2,5,2,6,2,4,4,1,3,1,3,3,2,5,6,5,6,6,1,2,2,1,1,1,2,1,2,1,1,1,2,2,5,2,6,4,5,6,6,4,5,6,5,5,5,2,6,1,40,Whit Caucasian,4,5,6,4,3,1
R_3JiH9QLRitWvcqh,Default Response Set,Anonymous,,,98.195.241.189,0,17-07-25 11:36,17-07-25 11:42,1,1,6,6,6,2,2,3,2,6,6,5,5,3,3,2,3,5,4,4,3,5,4,3,4,4,4,4,3,3,4,4,4,4,2,3,4,4,4,4,3,4,3,4,2,1,4,3,3,2,1,3,2,4,4,4,3,2,5,4,6,2,4,4,2,2,2,4,5,5,6,6,6,6,3,1,1,2,1,2,1,2,1,1,1,1,1,2,1,2,1,4,1,4,5,5,2,1,2,4,1,5,1,6,2,33,white,6,5,5,4,3,1
R_2rdtKAC7XMViNeJ,Default Response Set,Anonymous,,,75.174.161.222,0,17-07-25 11:36,17-07-25 11:42,1,1,2,2,2,7,5,5,6,2,2,4,4,4,4,5,4,7,6,2,4,4,3,1,2,2,2,3,2,2,2,2,2,4,1,2,2,2,2,3,1,1,1,1,1,9,1,3,3,3,3,3,4,4,4,4,1,1,2,3,6,4,3,5,1,1,1,4,4,4,6,7,5,6,6,1,1,1,1,2,1,2,1,2,2,2,1,1,1,5,2,7,1,7,7,7,6,4,6,7,7,7,1,7,1,39,Caucasian,1,6,6,7,4,1
R_4J9ndiosbSKROaF,Default Response Set,Anonymous,,,67.10.218.176,0,17-07-25 11:35,17-07-25 11:42,1,1,7,7,7,1,1,2,2,6,7,6,4,4,6,2,2,5,4,7,2,7,3,3,4,3,4,5,3,3,3,3,4,4,3,2,4,3,4,4,4,4,3,3,6,1,3,4,3,3,5,4,4,4,4,3,2,2,5,5,4,4,4,5,1,2,1,3,3,4,5,7,4,6,7,1,2,2,1,1,2,2,1,2,1,1,2,2,1,5,1,5,5,4,6,7,5,2,4,4,5,5,4,6,2,59,caucasian,5,1,1,1,1,1
R_bjAbmwjzIOlNz49,Default Response Set,Anonymous,,,208.87.44.35,0,17-07-25 11:35,17-07-25 11:42,1,1,1,1,1,6,6,7,6,1,2,6,2,4,2,4,4,7,6,2,4,5,3,2,3,3,4,2,4,4,2,4,2,4,3,4,2,4,4,4,2,2,2,2,1,10,2,3,1,2,2,2,2,3,2,3,2,2,2,3,6,2,4,4,4,2,2,4,3,3,7,7,7,7,7,1,2,1,2,1,2,2,1,2,2,2,1,1,2,5,1,4,1,5,5,5,6,4,3,4,5,5,4,6,1,44,caucasian,2,7,7,7,3,1
R_dnhdn0PwYaIECrP,Default Response Set,Anonymous,,,65.120.3.103,0,17-07-25 11:36,17-07-25 11:42,1,1,6,6,5,3,1,4,3,4,5,5,4,5,4,3,3,6,3,3,4,5,4,1,4,3,3,4,3,4,3,3,3,3,3,3,4,3,4,4,3,3,3,3,2,5,3,3,3,2,2,3,3,3,3,3,1,1,1,1,6,5,2,4,2,2,2,4,4,4,5,5,5,6,6,1,2,1,1,1,2,1,2,1,1,2,1,1,2,5,1,1,1,7,7,7,1,1,3,6,7,4,1,7,2,27,white,11,3,3,7,2,1
R_aY2UToeEoNGHYqN,Default Response Set,Anonymous,,,67.170.189.42,0,17-07-25 11:35,17-07-25 11:42,1,1,7,7,7,2,1,1,2,7,7,3,2,5,2,1,1,5,2,3,1,7,2,2,2,2,4,4,3,4,2,3,3,4,3,4,2,3,3,3,3,3,2,3,6,6,3,4,1,4,2,3,4,4,4,4,6,2,7,7,3,1,5,5,1,1,1,5,5,4,6,7,6,5,4,1,2,2,2,2,1,2,1,2,1,1,1,2,1,1,1,4,2,6,6,6,6,6,6,6,6,6,2,7,2,22,white,6,4,2,4,1,1
R_envd3AbBvOGxZ4h,Default Response Set,Anonymous,,,174.60.201.41,0,17-07-25 11:37,17-07-25 11:42,1,1,6,6,6,2,2,3,2,6,5,4,5,3,5,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,7,3,4,4,3,3,1,4,4,4,4,4,4,2,5,5,4,2,4,4,2,2,2,3,3,3,4,4,3,4,4,1,1,1,1,1,2,2,1,2,2,2,1,2,1,3,2,4,4,1,6,5,5,2,5,5,5,4,1,6,2,39,American,6,4,3,4,1,1
R_2toEgzQEix2fm97,Default Response Set,Anonymous,,,96.81.46.141,0,17-07-25 11:38,17-07-25 11:42,1,1,6,5,6,4,5,6,4,5,6,6,4,6,5,3,5,6,6,5,4,4,4,4,3,4,5,5,4,4,3,3,4,4,3,2,3,3,3,5,4,3,3,3,9,7,4,4,3,3,3,3,4,3,4,4,5,4,6,5,6,4,4,3,4,5,4,4,3,3,6,5,5,6,3,1,1,2,1,1,2,1,2,1,2,2,1,1,2,6,5,5,6,4,5,4,4,5,5,3,4,7,6,4,2,22,white,4,6,2,7,3,1
R_eFIdpqnXFDskhyl,Default Response Set,Anonymous,,,216.26.183.5,0,17-07-25 11:39,17-07-25 11:42,1,1,5,3,4,4,3,4,4,3,4,3,3,4,5,3,5,4,3,4,3,5,2,3,4,3,2,3,2,2,4,4,3,2,2,2,3,3,4,3,3,3,3,3,6,6,3,3,3,3,3,3,3,3,3,3,6,3,4,5,5,2,2,3,3,4,2,4,3,2,4,3,4,5,5,1,1,2,2,1,1,2,2,2,1,2,1,2,2,4,1,4,1,5,5,6,5,5,5,5,4,5,1,5,1,26,White,4,2,2,2,1,1
R_0OlvYvZUrbSGobr,Default Response Set,Anonymous,,,69.47.241.212,0,17-07-25 11:36,17-07-25 11:42,1,1,4,3,5,3,5,1,3,4,5,5,5,3,3,5,3,3,2,6,5,4,3,4,3,2,3,3,2,4,1,2,3,4,3,2,2,4,4,2,3,1,2,2,6,5,4,3,3,4,3,3,1,5,2,5,4,2,5,3,5,3,2,4,4,2,3,4,2,3,3,2,3,5,3,1,2,1,2,1,1,1,1,2,1,1,2,1,2,6,3,4,4,6,2,1,3,6,5,4,5,3,4,2,1,33,Black,9,2,2,2,1,1
R_7NA1tT9Tdaqr29n,Default Response Set,Anonymous,,,66.30.119.146,0,17-07-25 11:35,17-07-25 11:42,1,1,5,5,5,3,3,3,2,5,6,3,5,2,6,2,3,7,6,6,2,6,4,4,3,2,2,4,2,3,3,2,4,4,3,3,4,2,2,2,3,3,4,4,4,4,4,3,2,2,2,4,3,4,3,3,2,1,2,2,7,2,4,5,2,1,1,4,3,3,6,6,6,6,6,1,2,2,2,2,1,2,1,2,1,1,1,2,1,6,5,6,3,5,6,2,5,2,6,6,3,5,2,6,1,32,Euro American,5,4,3,5,2,1
R_0DrVmzNbUl2WZa5,Default Response Set,Anonymous,,,162.226.190.29,0,17-07-25 11:35,17-07-25 11:42,1,1,5,5,6,3,3,1,1,7,7,5,4,1,4,4,4,4,1,4,1,7,3,3,3,2,3,3,4,3,3,3,2,2,3,3,3,4,4,3,3,3,3,3,5,5,4,3,3,3,3,3,3,3,3,3,1,1,1,1,7,1,5,4,2,1,1,3,3,3,5,5,5,5,5,1,2,1,1,1,2,1,2,1,2,2,1,1,2,1,1,1,1,7,7,1,7,1,7,1,1,1,1,7,2,25,Caucasian,3,4,4,4,1,1
R_1ND02nDKYN22U7j,Default Response Set,Anonymous,,,104.35.58.148,0,17-07-25 11:37,17-07-25 11:42,1,1,6,6,4,2,2,2,2,2,6,2,6,2,6,2,2,6,2,6,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,6,3,4,3,3,3,3,3,3,3,3,3,6,6,6,6,2,2,4,4,2,2,2,4,4,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,7,1,7,1,7,7,7,7,1,7,7,7,7,1,7,2,24,White,4,2,2,4,1,1
R_1Zz9xCpMsISUhOl,Default Response Set,Anonymous,,,205.213.17.9,0,17-07-25 11:35,17-07-25 11:42,1,1,5,5,5,2,2,3,5,2,5,3,5,3,2,2,2,5,2,3,2,5,3,2,3,2,4,4,2,2,2,3,2,3,2,4,2,3,4,3,3,3,3,3,5,7,4,3,1,1,1,3,4,2,3,2,3,2,5,6,2,2,3,4,2,2,2,2,3,3,2,6,4,3,3,1,1,1,1,1,2,1,1,2,2,2,1,1,2,6,1,5,1,4,5,3,5,3,3,5,5,1,1,5,2,32,White,4,2,2,2,1,1
R_6yWuTwTv1khGAgB,Default Response Set,Anonymous,,,99.24.150.159,0,17-07-25 11:34,17-07-25 11:43,1,1,6,6,3,5,2,3,3,3,6,3,4,2,4,2,2,6,5,5,2,6,2,3,2,2,4,4,4,2,3,4,3,3,4,4,2,4,4,4,2,2,2,2,2,6,2,2,1,1,1,2,2,2,2,2,3,4,3,3,6,2,3,4,3,2,2,3,4,4,5,5,5,6,5,1,1,1,1,1,2,1,2,2,2,2,1,1,2,5,1,4,2,5,6,4,3,1,2,4,1,3,1,6,1,58,white,4,6,6,6,3,1
R_eUTHP6PSo8ompyB,Default Response Set,Anonymous,,,148.74.14.122,0,17-07-25 11:35,17-07-25 11:43,1,1,5,6,6,4,2,2,3,4,5,5,4,2,4,2,5,5,3,1,2,4,3,3,2,3,4,3,1,3,4,3,4,4,1,3,4,1,1,4,3,3,3,3,5,5,4,4,5,4,4,4,3,3,3,3,1,1,6,4,2,2,4,4,3,1,1,5,5,5,6,5,7,6,5,1,1,1,1,2,1,2,1,2,1,2,1,1,2,4,4,1,1,3,2,1,1,1,1,4,1,2,1,5,2,25,hispanic,1,1,1,1,1,1
R_erI73FwEVAByjdz,Default Response Set,Anonymous,,,104.169.50.110,0,17-07-25 11:37,17-07-25 11:43,1,1,6,5,7,1,1,1,1,7,7,2,6,1,6,1,1,3,1,4,1,7,1,2,1,3,3,3,3,2,1,3,1,3,2,3,1,3,4,3,4,4,4,4,10,1,5,3,2,3,3,3,4,3,3,3,1,3,1,1,7,2,4,1,4,1,4,1,1,1,7,7,4,7,7,1,2,2,2,2,1,1,1,1,2,2,2,2,2,7,1,7,1,7,7,7,7,6,5,5,6,7,1,6,1,35,caucasian,6,1,1,1,1,1
R_3vAw6RrBrEECB1P,Default Response Set,Anonymous,,,73.252.13.170,0,17-07-25 11:35,17-07-25 11:43,1,1,2,1,2,6,6,6,4,1,2,7,1,4,1,1,4,4,4,4,1,7,4,1,3,3,5,3,4,3,3,4,1,3,5,1,3,5,3,3,2,1,1,1,2,9,1,2,3,1,1,3,3,3,3,3,1,2,1,1,7,1,5,5,3,1,1,4,4,3,6,7,6,7,7,1,2,1,2,1,2,1,1,1,2,2,1,1,2,1,1,4,1,5,7,5,6,4,4,4,6,5,1,7,2,43,white,15,4,4,7,3,1
R_eyP2guWbvXiGZ3T,Default Response Set,Anonymous,,,96.236.117.219,0,17-07-25 11:38,17-07-25 11:43,1,1,6,6,5,4,6,6,5,5,5,5,4,5,4,6,5,6,5,5,5,4,4,3,4,3,4,4,3,4,3,4,3,4,3,4,3,4,5,4,3,2,3,3,8,7,4,4,2,3,3,4,4,3,3,3,5,5,6,4,6,4,3,4,3,5,3,4,3,4,5,5,6,4,6,1,1,2,2,1,2,1,2,1,1,1,2,1,1,6,2,2,1,2,3,2,3,4,4,3,3,4,3,2,1,33,pory,3,1,1,1,1,1
R_bBhkbXqjscY6ETj,Default Response Set,Anonymous,,,24.125.20.252,0,17-07-25 11:37,17-07-25 11:43,1,1,7,7,7,1,1,1,1,7,7,6,6,3,1,1,1,1,1,6,1,6,1,4,2,2,4,3,4,4,2,3,3,4,4,3,2,3,4,3,4,4,4,4,10,1,5,4,4,2,3,4,4,4,4,4,6,3,6,6,1,1,4,4,2,2,2,4,4,4,6,6,6,6,6,1,1,2,1,2,1,2,1,2,1,1,1,2,1,7,3,5,3,3,6,3,6,3,4,6,4,4,4,6,1,30,white,2,1,1,1,1,1
R_0kQKiwAFqi7oPqd,Default Response Set,Anonymous,,,172.72.240.130,0,17-07-25 11:35,17-07-25 11:43,1,1,7,7,6,1,1,2,1,7,7,2,6,2,7,1,2,4,1,1,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,3,7,3,5,4,4,3,3,4,4,4,4,4,4,4,4,4,4,2,5,4,1,1,1,4,4,4,4,1,4,4,4,1,2,2,1,2,1,2,1,2,1,2,2,2,2,7,1,7,1,5,6,5,6,5,6,6,5,6,1,7,1,27,White,6,1,2,1,2,1
R_eSdAg4jnWVPb3fL,Default Response Set,Anonymous,,,68.51.57.216,0,17-07-25 11:37,17-07-25 11:43,1,1,7,7,7,1,1,4,3,5,6,5,4,6,2,1,1,2,1,4,1,7,3,3,4,3,4,3,3,3,2,4,3,5,3,3,2,3,4,3,4,4,3,2,6,1,5,4,2,2,4,3,2,3,4,3,6,4,6,6,2,2,4,4,1,2,2,4,4,4,6,4,4,5,5,1,2,1,1,1,1,1,1,2,1,2,1,1,2,1,1,4,4,5,6,6,5,5,4,4,7,4,2,7,2,33,Hispanic,2,1,1,1,1,1
R_4HN32wLkyqeKsuN,Default Response Set,Anonymous,,,104.184.187.254,0,17-07-25 11:37,17-07-25 11:43,1,1,6,5,6,2,2,3,3,6,3,5,3,5,1,3,2,3,2,6,2,6,4,4,2,3,4,4,3,3,3,4,3,4,4,3,4,4,4,4,4,3,3,4,7,3,4,4,3,3,2,4,3,4,4,4,3,2,5,5,4,2,4,4,2,2,2,4,4,4,6,6,5,5,3,1,2,2,2,2,1,2,1,2,1,1,2,2,1,3,1,4,4,5,7,7,7,2,6,6,1,5,1,7,2,25,"African-American, Caucasian",5,2,2,2,1,1
R_cSbiIxKwCH8UaY5,Default Response Set,Anonymous,,,68.21.142.103,0,17-07-25 11:35,17-07-25 11:43,1,1,6,6,7,2,1,2,3,7,6,5,4,5,2,2,6,2,1,5,2,6,3,3,2,2,2,3,2,2,2,3,2,4,3,2,2,3,2,4,4,4,3,4,7,3,4,4,1,4,1,4,4,5,5,5,3,3,4,3,6,2,4,5,2,1,1,4,5,5,3,5,5,5,3,1,2,2,1,2,1,2,1,2,1,2,1,2,1,6,1,1,1,5,7,4,5,2,4,5,1,4,1,7,1,27,White,7,3,3,5,2,1
R_6KCMrQox19kboYB,Default Response Set,Anonymous,,,50.243.13.19,0,17-07-25 11:39,17-07-25 11:43,1,1,6,6,6,2,3,4,4,6,6,5,6,4,6,2,4,5,2,7,2,4,4,5,4,4,4,3,4,4,4,3,4,4,5,4,4,4,4,4,4,4,4,4,5,3,4,2,3,2,2,2,4,4,3,4,3,4,5,3,4,4,3,4,3,3,4,4,5,4,6,6,7,6,6,1,1,1,1,1,2,1,1,1,2,1,1,2,1,2,2,2,7,7,7,7,7,7,7,7,2,7,2,7,2,26,Asian,3,5,6,5,2,1
R_0cg2CVJzXspo0Fn,Default Response Set,Anonymous,,,70.171.70.106,0,17-07-25 11:37,17-07-25 11:43,1,1,5,6,5,2,2,3,2,4,6,5,4,3,4,3,3,5,3,3,3,4,3,2,2,2,4,4,4,2,2,4,3,3,2,3,2,4,4,4,4,4,3,3,6,4,4,3,2,3,3,3,3,3,3,3,2,2,2,2,6,4,2,4,3,4,2,4,4,4,4,3,3,3,3,1,1,1,1,1,2,1,2,1,1,2,1,1,2,5,2,6,3,5,5,6,6,6,6,6,6,6,2,6,1,31,white,7,2,2,3,1,1
R_dmwBR0sELbzNQjz,Default Response Set,Anonymous,,,192.180.31.179,0,17-07-25 11:36,17-07-25 11:43,1,1,6,7,7,1,1,1,1,6,7,5,6,5,7,1,1,6,1,3,1,7,1,4,3,1,5,4,4,2,2,1,2,4,4,4,1,4,4,2,4,4,3,3,8,9,5,4,2,4,3,3,5,5,5,5,5,2,5,7,3,1,4,5,1,1,1,5,4,4,6,6,3,3,5,1,1,1,1,1,1,1,1,2,2,2,1,1,1,6,1,5,3,5,6,5,5,5,6,5,7,5,1,6,1,56,euro white,15,2,2,2,1,1
R_00wG7RjLB5iiNtr,Default Response Set,Anonymous,,,75.172.93.65,0,17-07-25 11:35,17-07-25 11:43,1,1,6,6,4,3,2,4,2,3,6,5,6,3,5,4,3,6,6,3,3,5,4,3,2,4,4,3,2,3,3,3,2,2,2,3,3,2,2,3,3,2,2,2,3,4,4,3,3,3,3,2,4,4,3,4,2,1,6,4,7,4,2,5,1,1,2,4,4,3,5,5,4,6,5,1,2,1,2,2,1,1,1,1,1,2,1,2,2,6,1,4,1,5,5,4,5,2,3,3,4,5,1,5,2,54,white,1,5,3,5,3,1
R_eaJLDE6TSOn94DH,Default Response Set,Anonymous,,,173.25.183.197,0,17-07-25 11:36,17-07-25 11:43,1,1,4,4,4,4,5,4,5,4,4,5,4,5,4,4,4,4,5,4,4,4,4,3,4,3,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3,3,2,4,1,4,4,4,3,3,3,4,4,4,5,5,5,5,4,3,4,4,3,3,3,4,4,1,5,5,5,5,5,1,1,1,1,1,2,1,1,2,1,1,1,2,2,4,3,3,3,3,4,4,4,2,2,3,3,2,2,4,2,62,white,1,5,5,5,2,1
R_cDdoeZevA7QN5tz,Default Response Set,Anonymous,,,69.207.82.203,0,17-07-25 11:34,17-07-25 11:43,1,1,5,5,6,3,2,3,2,6,6,3,6,3,6,2,3,5,3,4,3,6,4,3,4,4,5,4,4,4,4,5,4,5,5,5,5,4,4,4,3,3,3,3,7,3,4,3,3,2,2,3,4,4,4,4,2,2,5,4,5,2,4,4,2,2,2,4,4,4,5,6,5,5,5,1,2,2,2,2,1,2,1,2,1,1,2,2,1,3,1,1,1,1,5,1,3,3,1,3,3,3,1,5,1,33,White,2,4,4,4,1,1
R_dg9pL2Gwicf6JO5,Default Response Set,Anonymous,,,216.81.81.83,0,17-07-25 11:35,17-07-25 11:43,1,1,5,5,5,4,3,6,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,3,4,4,4,5,4,4,4,5,5,3,2,2,2,3,7,3,2,2,2,2,3,2,3,2,2,2,5,2,2,5,1,4,4,2,1,1,2,2,2,6,6,6,5,5,1,2,2,2,2,1,1,1,2,1,2,1,2,1,2,1,3,1,2,5,5,4,4,3,3,2,2,2,4,1,36,Asian,10,6,6,6,3,1
R_bPDtED0mYmtrahn,Default Response Set,Anonymous,,,67.248.219.167,0,17-07-25 11:37,17-07-25 11:43,1,1,6,6,6,2,2,1,2,5,6,3,6,2,6,2,3,5,3,5,3,6,2,4,4,4,4,4,4,2,2,4,4,2,2,4,2,4,4,2,3,3,3,3,4,2,4,3,1,2,2,2,1,3,3,2,2,2,5,3,6,2,4,4,4,2,2,3,3,3,6,6,5,5,5,1,1,1,1,1,2,1,2,1,1,2,1,1,2,1,1,5,4,1,5,4,1,1,1,1,6,4,1,7,2,35,Caucasian,6,2,2,2,1,1
R_23ueUZUbE8Mm9HT,Default Response Set,Anonymous,,,173.217.96.226,0,17-07-25 11:37,17-07-25 11:43,1,1,7,7,7,1,1,1,7,7,7,4,7,1,7,1,1,7,1,7,1,7,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,1,4,4,10,1,4,5,5,5,3,5,5,5,5,5,1,1,1,1,7,1,5,1,1,1,1,5,5,5,7,7,7,7,7,1,2,2,2,2,1,1,1,2,1,1,2,2,1,7,1,7,1,7,7,7,7,1,1,7,1,1,1,7,2,31,white,1,4,4,4,2,1
R_0AubHCu3a2Ui27H,Default Response Set,Anonymous,,,100.7.75.66,0,17-07-25 11:39,17-07-25 11:44,1,1,6,7,7,1,1,2,1,6,7,1,5,2,1,1,1,3,1,3,1,7,2,2,2,2,4,4,4,4,3,4,2,4,2,4,1,4,3,4,4,4,3,3,8,2,5,4,4,4,4,4,3,4,5,5,2,1,3,2,6,2,4,5,2,1,1,4,4,3,3,3,2,3,3,1,1,1,1,1,2,1,2,1,2,2,1,1,2,7,1,6,2,6,7,7,7,2,5,6,5,5,2,7,1,50,Caucasian,3,2,1,3,1,1
R_3ZYhgUpDNp4YE85,Default Response Set,Anonymous,,,68.59.0.126,0,17-07-25 11:36,17-07-25 11:44,1,1,5,5,6,6,3,4,6,3,5,5,2,6,1,2,3,7,5,3,3,6,3,1,3,4,4,3,4,1,2,4,3,5,2,4,4,4,3,4,3,3,3,3,2,8,3,3,3,3,4,3,2,3,3,3,1,1,3,3,7,2,4,4,2,2,1,4,4,4,6,6,5,6,6,1,2,1,1,1,2,1,1,2,1,2,1,1,2,4,1,1,1,6,6,7,6,5,2,5,5,2,1,7,2,40,white,1,6,6,6,3,1
R_0CeC3ut2g0XTYfb,Default Response Set,Anonymous,,,75.170.85.92,0,17-07-25 11:35,17-07-25 11:44,1,1,7,7,7,1,1,1,1,4,7,3,7,1,7,1,1,2,1,6,1,7,1,3,1,2,2,1,2,1,1,2,2,4,3,2,1,2,3,3,4,4,4,4,9,2,5,3,3,3,3,3,3,3,3,3,1,1,2,2,7,1,3,4,1,2,1,4,4,4,6,6,2,2,7,1,1,1,1,1,2,1,2,2,2,2,2,1,2,5,1,6,2,6,6,6,7,6,6,5,5,6,1,6,2,55,european,1,1,1,1,2,1
R_cLMCpL1gPQmrKW9,Default Response Set,Anonymous,,,98.243.193.119,0,17-07-25 11:35,17-07-25 11:44,1,1,5,5,6,3,1,3,3,4,5,5,6,3,4,3,4,3,4,4,4,5,4,3,4,4,4,4,3,3,4,2,4,4,3,2,3,4,3,4,3,4,3,3,4,6,4,4,4,3,4,4,5,4,5,5,3,1,4,4,4,1,4,4,1,1,1,5,5,5,5,6,5,5,4,1,2,2,2,2,1,2,1,2,1,2,1,2,2,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,2,29,white,2,4,4,4,1,1
R_8oeXDz04tFTB8gJ,Default Response Set,Anonymous,,,50.24.98.165,0,17-07-25 11:40,17-07-25 11:44,1,1,6,6,6,1,1,1,1,6,7,1,5,1,6,2,2,4,2,1,2,2,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,10,1,5,4,4,4,4,4,4,4,4,4,1,1,6,1,1,1,4,4,2,1,1,4,4,5,6,6,6,6,6,1,2,2,2,2,1,2,1,2,1,2,2,2,1,7,1,7,7,7,7,7,7,7,7,7,7,7,7,7,1,30,Asian,1,1,1,1,1,1
R_7PAy04957iN9wKF,Default Response Set,Anonymous,,,96.19.48.123,0,17-07-25 11:36,17-07-25 11:44,1,1,3,3,3,5,5,5,5,3,3,5,3,6,2,5,4,5,5,3,3,3,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,2,2,2,3,6,2,2,1,3,3,2,3,2,4,3,2,3,2,2,6,2,4,4,2,1,1,2,4,2,6,5,5,6,5,1,2,1,1,1,2,1,1,1,2,2,1,2,2,6,1,3,1,3,6,5,6,1,6,6,6,6,1,6,1,61,White,4,5,3,6,3,1
R_diq6UoJwQLcDv5X,Default Response Set,Anonymous,,,73.68.1.148,0,17-07-25 11:35,17-07-25 11:44,1,1,2,2,1,6,5,5,5,3,3,4,4,4,4,2,4,7,7,1,6,2,4,1,4,3,4,3,4,4,2,4,2,4,3,4,3,3,4,4,2,2,2,2,1,10,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,4,4,4,2,2,4,4,4,3,6,6,5,6,1,2,2,2,2,2,2,2,1,2,2,1,1,2,5,1,5,1,3,5,3,3,3,3,3,5,3,1,5,1,37,white,14,4,2,6,2,1
R_25fVRX2JH3P5VUV,Default Response Set,Anonymous,,,96.244.149.9,0,17-07-25 11:34,17-07-25 11:44,1,1,5,6,6,1,2,2,6,5,5,6,5,3,4,2,2,3,2,5,2,6,2,1,2,2,4,3,2,2,2,4,2,2,4,4,2,3,3,3,4,4,4,4,5,1,4,1,1,2,1,2,2,3,3,2,2,1,2,3,5,2,4,4,1,1,1,4,4,4,3,5,3,5,3,1,1,1,1,1,1,2,1,2,1,2,1,1,2,1,1,5,1,1,4,4,1,1,1,4,3,4,1,7,2,35,African American,11,4,4,4,1,1
R_1XO8Oxn4qVNEQHH,Default Response Set,Anonymous,,,104.162.80.161,0,17-07-25 11:35,17-07-25 11:44,1,1,6,7,6,2,1,3,2,7,6,7,4,5,2,1,3,7,1,3,1,7,2,1,2,2,4,4,3,3,2,2,2,4,4,2,2,3,4,3,4,4,3,3,6,3,4,4,2,3,2,4,4,4,4,4,1,2,5,5,5,1,5,5,1,1,1,4,4,4,5,3,2,2,2,1,2,2,1,2,1,2,1,2,1,2,1,1,2,1,1,6,1,7,7,7,7,6,7,7,7,7,1,7,2,26,Caucasian,4,4,3,4,1,1
